Event picture number,Event name,Description,Interest,Start time,Finish time ,Event date,End date,Repeat,Address,Lat/Lon,Website,Phone
Happy_8.jpg,Bardot Brasserie,"Head to Aria daily from 5:30 to 7 p.m. in the bar and lounge only for dishes such as the popular poutine Lyonnaise, steak tartare and chicken French dip.",Happy hours ,5:30:00 PM,7:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3730 Las Vegas Blvd S Las Vegas, NV 89158",36.107652-115.176616,https://www.michaelmina.net/restaurants/las-vegas/bardot-brasserie/,702 590 8638
Happy_9.jpg,Beerhaus,Visit Beerhaus at The Park for happy hour from 2 to 6 p.m. daily with $4 brews and bites and a reverse happy hour from 10 p.m. to close nightly with $4 snacks.,Happy hours ,2:00:00 PM,4:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3784 S Las Vegas Blvd, Las Vegas, NV 89109",36.103541-115.174671,https://www.theparkvegas.com/en/restaurants/beerhaus.html,702 692 2337
Happy_10.jpg,Bootlegger Bistro,"Bootlegger_s happy hours running daily from 2 to 6 p.m. and again from midnight to 3 a.m. Specials include domestic bottled beer and Bud Light draft for $3.50, import and draft beers for $5, house liquor for $3.75 and house wines for $4.50. Chicken wings and fingers, beef sliders, mozzarella sticks and ravioli fritti are also on the happy hour menu for $5.",Happy hours ,3:00:00 PM,5:00:00 PM,01.01.2019,31.12.2019," Mon, Tue, Wed, Thu, Fri","7700 Las Vegas Blvd S Las Vegas, NV 89123",36.049456-115.171536,http://bootleggerlasvegas.com/,702 736 4939
Happy_11.jpg,Border Grill Forum Shops,"Border Grill at the Forum Shops at Caesars takes place Tues through Fris from3 to 6 p.m. with $3 street tacos, $5 quesadillas, $7 small bites, $5 margaritas and $4 beers.",Happy hours ,3:00:00 PM,7:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3500 Las Vegas Blvd South Las Vegas, NV 89109",36.117756-115.176720,http://www.bordergrill.com/,702 632 7403
Happy_12.jpg,Borracha Mexican Cantina,BorrachaCantinaoffers happy hour Mon through Fri from 4 to 6 p.m. and 9 to 11 p.m. on Fris and Sats with $6 drinks and food like the roasted summer corn salad and chicken tostadas at Green Valley Ranch.,Happy hours ,4:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019,Everyday ,"2300 Paseo Verde Pkwy Henderson, NV 89052",36.020500-115.089925,https://greenvalleyranch.sclv.com/Dining/Borracha,702 489 2129
Happy_13.jpg,Bottiglia Enoteca,Bottigliaat Green Valley Ranch offers happy hour daily from 5 to 7 p.m. with $6 dishes. Beef carpaccioand meatballsmake the menu.,Happy hours ,5:00:00 PM,7:00:00 PM,01.01.2019,31.12.2019,Everyday ,"2300 Paseo Verde Pkwy  Henderson, NV 89052",36.020500-115.089925,https://greenvalleyranch.sclv.com/Dining/Bottiglia,702 617 7075
Happy_14.jpg,BRAVO! Cucina Italiana,"Bravo's happy hour at the Galleria at Sunset has thing priced at $5 Mon through Fri from 3:30 to 6:30 p.m. Try White Peach Sangria and $5 beer. Guests can also enjoy $5 martini night  Wed and $5 wine night on Thus. Try dishes like crispy fingerling potatoes, meatball and ricotta and crispy shrimp Napoli.",Happy hours ,3:30:00 PM,6:30:00 PM,01.01.2019,31.12.2019," Mon, Tue, Wed, Thu","1300 W Sunset Rd Ste 1950 Henderson, NV 89014",36.067394-115.042889,https://www.bravoitalian.com/index.html,702 433 4352
Happy_14.jpg,BRAVO! Cucina Italiana,"Bravo's happy hour at the Galleria at Sunset has thing priced at $5 Mon through Fri from 3:30 to 6:30 p.m. Try White Peach Sangria and $5 beer. Guests can also enjoy $5 martini night  Wed and $5 wine night on Thus. Try dishes like crispy fingerling potatoes, meatball and ricotta and crispy shrimp Napoli.",Happy hours ,3:30:00 PM,10:00:00 PM,01.01.2019,31.12.2019," Fri, Sat ","1300 W Sunset Rd Ste 1950 Henderson, NV 89014",36.067394-115.042889,https://www.bravoitalian.com/index.html,702 433 4352
Happy_14.jpg,BRAVO! Cucina Italiana,"Bravo's happy hour at the Galleria at Sunset has thing priced at $5 Mon through Fri from 3:30 to 6:30 p.m. Try White Peach Sangria and $5 beer. Guests can also enjoy $5 martini night  Wed and $5 wine night on Thus. Try dishes like crispy fingerling potatoes, meatball and ricotta and crispy shrimp Napoli.",Happy hours ,10:30:00 AM,11:00:00 PM,01.01.2019,31.12.2019, Sun,"1300 W Sunset Rd Ste 1950 Henderson, NV 89014",36.067394-115.042889,https://www.bravoitalian.com/index.html,702 433 4352
Happy_15.jpg,Brooklyn Bowl Las Vegas,Visit the Brooklyn Bowl at The Linq for a daily happy hour from 5 to 7p.m. and a reverse happy hour from 11 p.m. to 1 a.m. for half off all appetizers and drinks.,Happy hours ,5:00:00 PM,7:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3545 Las Vegas Blvd S Ste 22 Las Vegas, NV 89109",36.118035-115.172565,http://vegas.brooklynbowl.com/,702 862 2695
Happy_15.jpg,Brooklyn Bowl Las Vegas,Visit the Brooklyn Bowl at The Linq for a daily happy hour from 5 to 7p.m. and a reverse happy hour from 11 p.m. to 1 a.m. for half off all appetizers and drinks.,Happy hours ,11:00:00 PM,1:00:00 AM,01.01.2019,31.12.2019,Everyday ,"3545 Las Vegas Blvd S Ste 22 Las Vegas, NV 89109",36.118035-115.172565,http://vegas.brooklynbowl.com/,702 862 2695
Happy_16.jpg,Buddy V's Ristorante,"Buddy V's Ristorante at the Palazzo throws a happy hour on the indoor patio beginning at 11:30 a.m. to 6:30 p.m. with $4 drink specials and $5 small bites. Favorites include calamari, grandma's meatballs and sausage and pepper sliders.",Happy hours ,4:30:00 PM,6:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3327 Las Vegas Blvd S Las Vegas, NV 89109",36.124118-115.168777,http://buddyvlasvegas.com/,702 607 2355
Happy_17.jpg,Cabo Wabo Cantina," Mon through Fri from 3 to 6 p.m. at Cabo Wabo Cantina at the Miracle Mile Shops get the following items half priced: appetizers, draft beers, house margaritas, sangria and Cabo shots.",Happy hours ,3:00:00 PM,5:00:00 PM,01.01.2019,31.12.2019," Mon, Tue, Wed, Thu, Fri","3663 Las Vegas Blvd S Las Vegas, NV 89109",36.111051-115.170277,http://www.cabowabocantina.com/vegas/,702 385-2226
Happy_18.jpg,Cafe Americano,"Located at the at Caesars Palace, the happy hour at Caf‚ Americano occurs from 5 to 8 p.m. daily featuring bottled beers like Modelo, Corona and Blue Moon for $5, small plates like crispy shrimp and loaded fries for $7 and well drinks and numerous wines for $8.",Happy hours ,2:00:00 PM,5:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3570 S Las Vegas Blvd Las Vegas, NV 89109",36.116433-115.175058,http://cafeamericanovegas.com/,702 650-5921
Happy_19.jpg,Canaletto Ristorante Veneto Las Vegas,"Happy hour at Canaletto at the Grand Canal Shoppes occurs daily from 4 to 6 p.m. at the bar. Guests can try antipasto and different pizzas for $7 each, with $5 draft beer and Prosecco and wines by the glass for $7.",Happy hours ,4:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3355 Las Vegas Blvd S Las Vegas, NV 89109",36.122985-115.170248,https://www.venetian.com/restaurants/canaletto.html,702 733-0070
Happy_20.jpg,Carmine's,"Carmine_s at the Forum Shops at Caesars offers happy hour daily from 2 to 6 p.m. and from 9:30 p.m. to close at the bar with eggplant rollatini, meatball sliders and fried zucchini for $8; mussels in red sauce and fried calamari for $9; and fried ravioli for $10. Peroni goes for $5, while frozen cosmos and frozen margaritas are $7.",Happy hours ,2:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3500 Las Vegas Blvd. South Las Vegas, NV 89109",36.117678-115.176710,http://www.carminesnyc.com/,702 473-9700
Happy_20.jpg,Carmine's,"Carmine_s at the Forum Shops at Caesars offers happy hour daily from 2 to 6 p.m. and from 9:30 p.m. to close at the bar with eggplant rollatini, meatball sliders and fried zucchini for $8; mussels in red sauce and fried calamari for $9; and fried ravioli for $10. Peroni goes for $5, while frozen cosmos and frozen margaritas are $7.",Happy hours ,9:30:00 PM,11:00:00 AM,01.01.2019,31.12.2019,Everyday ,"3500 Las Vegas Blvd. South Las Vegas, NV 89109",36.117678-115.176710,http://www.carminesnyc.com/,702 473-9700
Happy_21.jpg,Charcoal Room,"The Charcoal Room at Palace Station and Santa Fe Station features multiple happy hours with discounted steakhouse bites and half-priced cocktails, spirits and beers from 4:30 to 6:30 p.m. daily, 10 to 11 p.m.FriandSat and from9 to 10 p.m.Sun through Thu. The variety of social snacks served at the bar includes prime rib sliders, five-spice chicken and a crab cake po'boy.",Happy hours ,4:30:00 PM,6:30:00 PM,01.01.2019,31.12.2019,Everyday ,"2411 W Sahara Ave Las Vegas, NV 89102",36.143206-115.174882,https://palacestation.sclv.com/Dining/The-Charcoal-Room.aspx,702 221-6678
Happy_21.jpg,Charcoal Room,"The Charcoal Room at Palace Station and Santa Fe Station features multiple happy hours with discounted steakhouse bites and half-priced cocktails, spirits and beers from 4:30 to 6:30 p.m. daily, 10 to 11 p.m.FriandSat and from9 to 10 p.m.Sun through Thu. The variety of social snacks served at the bar includes prime rib sliders, five-spice chicken and a crab cake po'boy.",Happy hours ,10:00:00 PM,11:00:00 PM,01.01.2019,31.12.2019," Fri, Sat ","2411 W Sahara Ave Las Vegas, NV 89102",36.143206-115.174882,https://palacestation.sclv.com/Dining/The-Charcoal-Room.aspx,702 221-6678
Happy_21.jpg,Charcoal Room,"The Charcoal Room at Palace Station and Santa Fe Station features multiple happy hours with discounted steakhouse bites and half-priced cocktails, spirits and beers from 4:30 to 6:30 p.m. daily, 10 to 11 p.m.FriandSat and from9 to 10 p.m.Sun through Thu. The variety of social snacks served at the bar includes prime rib sliders, five-spice chicken and a crab cake po'boy.",Happy hours ,9:00:00 PM,10:00:00 PM,01.01.2019,31.12.2019," Sun, Mon, Tue, Wed, Thu","2411 W Sahara Ave Las Vegas, NV 89102",36.143206-115.174882,https://palacestation.sclv.com/Dining/The-Charcoal-Room.aspx,702 221-6678
Happy_22.jpg,Chayo Mexican Kitchen + Tequila Bar,"The rooftop happy hour at Chayo on The Line Promenade occurs daily from 2 to 6 p.m. with Coronitas for $1, house margaritas for $5, and $5 chipotle wings, nachos and chicken taquitos.",Happy hours ,2:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019," Mon, Tue, Wed, Thu","3545 Las Vegas Blvd S, Las Vegas, NV 89109",36.118000-115.172490,https://www.chayolv.com/,702 691-3773
Happy_23.jpg,Cleo Las Vegas,"Cleo at SLS Las Vegas has a daily happy hour from 5 to 7 p.m. with $7 dips with laffa; $8 salads and vegetables, $9 Roman and kale flatbreads and more. Drinks are priced at $4 for select beers and $8 for specialty cocktails and house wines.",Happy hours ,5:00:00 PM,7:00:00 PM,01.01.2019,31.12.2019," Mon, Thu, Fri, Sat, Sun ","2535 Las Vegas Blvd S, Las Vegas, NV 89109",36.142621-115.155980,http://www.sbe.com/restaurants/locations/cleo-las-vegas/,702 761 7757
Happy_24.jpg,Commonwealth,"Happy hour  Wed through Fri from 6 to 9 p.m. includes domestic beers and well cocktails, priced at $3, and craft beers and premium cocktails, priced at $5.",Happy hours ,6:00:00 PM,9:00:00 PM,01.01.2019,31.12.2019," Wed, Thu, Fri","525 Fremont St Las Vegas, NV 89101",36.169004-115.139798,http://www.commonwealthlv.com/,702 445 6400
Happy_26.jpg,Crush,"Crush_s happy hour at the MGM Grand  Mon through Thu from 5:30 to 7 p.m. features $11 cheese or margherita pizza, $6 draft beer and $6 wine and sangria.",Happy hours ,5:00:00 PM,7:00:00 PM,01.01.2019,31.12.2019," Mon, Tue, Wed, Thu, Fri, Sat","3799 Las Vegas Blvd S, Las Vegas, NV 89109",36.102519-115.169946,https://crushmgm.com/,702 891-3222
Happy_27.jpg,Cucina by Wolfgang Puck,"Cucina offers a daily happy hour,  hour for guests that includes specials on select wine, draft beer, specialty cocktails and a selection of appetizers.",Happy hours ,11:30:00 AM,9:30:00 PM,01.01.2019,31.12.2019,Everyday ,"3720 Las Vegas Blvd S, Las Vegas, NV 89158",36.108096-115.174497,http://wolfgangpuck.com/,702 238-1000
Happy_28.jpg,Davidoff Cigar Lounge,"Davidoff Cigar Bar at Fashion Show mall features a happy hour daily from 5 to 7 p.m. with 50 percent off select wines by the glass, all specialty drinks and select spirits, drafts and domestic beer as well as two free glasses of champagne for ladies.",Happy hours ,5:00:00 PM,7:00:00 PM,01.01.2019,31.12.2019," Sun, Mon, Tue, Wed, Thu","3200 S Las Vegas Blvd, Las Vegas, NV 89109",36.127801-115.171468,http://davidoffcigarbarlv.com/,702-473-5001
Happy_28.jpg,Davidoff Cigar Lounge,"Davidoff Cigar Bar at Fashion Show mall features a happy hour daily from 5 to 7 p.m. with 50 percent off select wines by the glass, all specialty drinks and select spirits, drafts and domestic beer as well as two free glasses of champagne for ladies.",Happy hours ,12:00:00 PM,2:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3200 S Las Vegas Blvd, Las Vegas, NV 89109",36.127801-115.171468,http://davidoffcigarbarlv.com/,702-473-5001
Happy_29.jpg,Dog Haus Biergarten Las Vegas,"Dog Haus Vegas has a happy hour menu offered from 3 to 6 p.m. on weekdays and 10 p.m. to 4 a.m. nightly with sliders, fries and tater tots priced at $1.25 each order. Happy hour drink specials include two-for-one craft beers and red and white Haus wine.",Happy hours ,3:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019," Mon, Tue, Wed, Thu, Fri, Sun","4480 Paradise Rd #800, Las Vegas, NV 89169",36.109193-115.151282,http://doghaus.com/,702 435-4287
Happy_29.jpg,Dog Haus Biergarten Las Vegas,"Dog Haus Vegas has a happy hour menu offered from 3 to 6 p.m. on weekdays and 10 p.m. to 4 a.m. nightly with sliders, fries and tater tots priced at $1.25 each order. Happy hour drink specials include two-for-one craft beers and red and white Haus wine.",Happy hours ,10:00:00 PM,2:00:00 AM,01.01.2019,31.12.2019," Mon, Tue, Wed, Thu, Fri, Sun","4480 Paradise Rd #800, Las Vegas, NV 89169",36.109193-115.151282,http://doghaus.com/,702 435-4287
Happy_30.jpg,Double Helix Wine & Whiskey Lounge," day from 3:30 to 7:30 p.m. get beer, wine and cocktail specials, with light bites such as olive poppers and two taquitos also starting at $4 at this restaurant at Town Square.",Happy hours ,3:30:00 PM,7:30:00 PM,01.01.2019,31.12.2019,Everyday ,"6599 Las Vegas Blvd S Unit 150B, Las Vegas, NV 89119",36.068155-115.174673,http://doublehelixwine.com/,702 473-5415
Happy_31.jpg,DW Bistro,"Try the Social Hour at DW Bistro  Tue through Fri from 3 to 6 p.m. with specials like $4 bottle beers and $5 mixed drinks and wines.  Thu, DW Bistro also hosts their Cocktail Thu, featuring $6 infusions and $6 barrel-aged cocktails.",Happy hours ,3:00:00 PM,8:00:00 PM,01.01.2019,31.12.2019," Tue, Wed, Thu, Fri","9275 W Russell Rd Ste 190, Spring Valley, NV 89148",36.084800-115.294041,http://www.dwbistro.com/,702 527-5200
Happy_32.jpg,Emeril's New Orleans Fish House,"Emeril_s New Orleans Fish House at the MGM Grand has happy hour from 2 to 6 p.m. and 9:30 p.m. to close daily. Customers can order snacks such as shrimp and andouille sausage gumbo for $8, barbecue shrimp for $10, a four-pack of raw oysters for $11 and crystal fried frog legs for $12. Drink specials are also available on house cocktails, beer and wine.",Happy hours ,2:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3799 Las Vegas Blvd. S., Las Vegas, NV 89109",36.102758-115.171469,http://emerilsrestaurants.com/emerils-new-orleans-fish-house,702 891-7374
Happy_32.jpg,Emeril's New Orleans Fish House,"Emeril_s New Orleans Fish House at the MGM Grand has happy hour from 2 to 6 p.m. and 9:30 p.m. to close daily. Customers can order snacks such as shrimp and andouille sausage gumbo for $8, barbecue shrimp for $10, a four-pack of raw oysters for $11 and crystal fried frog legs for $12. Drink specials are also available on house cocktails, beer and wine.",Happy hours ,9:30:00 PM,10:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3799 Las Vegas Blvd. S., Las Vegas, NV 89109",36.102758-115.171469,http://emerilsrestaurants.com/emerils-new-orleans-fish-house,702 891-7374
Happy_33.jpg,Estiatorio Milos,"Estiatorio Milos at the Cosmopolitan offers happy hour Sun through Thu from 5 to 7 p.m. with Greek wines by the glass for $12 to $13, and small bites such as salmon or tuna tartare for $10, a meze plate for $16, grilled shrimp for $10 or a lamb chop for $10.",Happy hours ,5:30:00 PM,6:30:00 PM,01.01.2019,31.12.2019,Evryday,"3708 S Las Vegas Blvd, Las Vegas, NV 89109",36.110189-115.175370,https://www.cosmopolitanlasvegas.com/restaurants/estiatorio-milos,877 893-2003
Happy_34.jpg,Ferraro's Italian Restaurant & Wine Bar,"From 4 PM to 7 PM get wine, martini, beer and cocktail specials, Ferraro's offers a variety of food specials, featuringpizzas, cured meat plates, traditional meatballs, stuffed peppers and more, all for under $10.",Happy hours ,4:00:00 PM,7:00:00 PM,01.01.2019,31.12.2019,Everyday ,"4480 Paradise Rd, Las Vegas, NV 89169",36.109115-115.151282,https://www.ferraroslasvegas.com/,702 364-5300
Happy_34.jpg,Ferraro's Italian Restaurant & Wine Bar,"From 11 PM to 3 AM get wine, martini, beer and cocktail specials, Ferraro's offers a variety of food specials, featuringpizzas, cured meat plates, traditional meatballs, stuffed peppers and more, all for under $10.",,11:00:00 PM,3:00:00 AM,01.01.2019,31.12.2019,Everyday ,"4480 Paradise Rd, Las Vegas, NV 89169",36.109115-115.151282,https://www.ferraroslasvegas.com/,702 364-5300
Happy_35.jpg,Flour & Barley,"Flour & Barley at The Linq Promenade holds a happy hour Mon through Fri from 2 PM to 6 PM with Big Apple, margherita, Gianna, bianca and mushroom pizzas for $10 and speciality cocktails for $10. Other deals include wings and loaded pizza fries for $8 each, house red or white wines for $7, cheese bread or well cocktails for $6 each, and Miller Lite, 805 and Lagunitas drafts or Fireball shots for $5 each.",Happy hours ,2:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3545 Las Vegas Blvd S, Las Vegas, NV 89109",36.118017-115.172554,https://flourandbarley.com/,702 430-4430
Happy_35.jpg,Flour & Barley,"Flour & Barley at The Linq Promenade holds a happy hour Mon through Fri from 10 PM to 2 AM with Big Apple, margherita, Gianna, bianca and mushroom pizzas for $10 and speciality cocktails for $10. Other deals include wings and loaded pizza fries for $8 each, house red or white wines for $7, cheese bread or well cocktails for $6 each, and Miller Lite, 805 and Lagunitas drafts or Fireball shots for $5 each.",Happy hours ,10:00:00 PM,2:00:00 AM,01.01.2019,31.12.2019," Thu, Fri, Sat, Sun","3545 Las Vegas Blvd S, Las Vegas, NV 89109",36.118087-115.172554,https://flourandbarley.com/,702 430-4430
Happy_36.jpg,Foundation Room,The Foundation Room at Mandalay Bay offers a happy hour Sun through Thu from 5 to 8 p.m. with $10 food bites and $5 drink specials.,Happy hours ,5:00:00 PM,7:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3950 Las Vegas Blvd S, Las Vegas, NV 89119",36.094072-115.177001,http://www.houseofblues.com/lasvegas/fr,702 632 7600
Happy_37.jpg,Golden Tiki,Golden Tiki has $5 Mai Tais from 2 to 6 p.m. Mons through Fris.,Happy hours ,2:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019,Everyday ,"3939 Spring Mountain Rd, Las Vegas, NV 89102",36.126349-115.192149,https://www.thegoldentiki.com/,702 222-3196
Happy_38.jpg,Gordon Ramsay Pub & Grill,Gordon Ramsay Pub & Grill at Caesars Palace has a Hell_s Kitchen turn up happy hour with discounted small bites and drinks. Happy hour runs Mon through Fri from 2 to 5 p.m.,Happy hours ,2:00:00 PM,5:00:00 PM,01.01.2019,31.12.2019," Mon, Tue, Wed, Thu, Fri","3570 Las Vegas Blvd S, Las Vegas, NV 89109",36.116407-115.175036,https://www.caesars.com/caesars-palace/restaurants/gordon-ramsay-pub-and-grill#.WOpcVo4kqDU,702 731-7410
Happy_39.jpg,"Grape Street Cafe, Wine Bar & Cellar","Available Mon through Thu from 3 to 6 p.m., Grape Street Caf‚ at Downtown Summerlin has appetizers such as crab-stuffed shrimp, baked brie, meatballs with marinara and garlic bread, well cocktails and selected wines for $7.",Happy hours ,3:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019," Sun, Mon, Tue, Wed, Thu, ","2120 Festival Plaza Dr #160, Las Vegas, NV 89135",36.148975-115.333124,http://grapestreetdowntownsummerlin.com/,702 834-7894
Happy_40.jpg,Hank's Fine Steaks & Martinis,"Available nightly from 4 to 7 p.m. in the bar and lounge area, Hank_s happy hour serves half-priced martinis and gourmet appetizers such as the oysters Rockefeller, calamari, crispy tuna tacos and much more at Green Valley Ranch.",Happy hours ,4:00:00 PM,7:00:00 PM,01.01.2019,31.12.2019,Everyday ,"2300 Paseo Verde Pkwy, Henderson, NV 89052",36.020552-115.089957,https://greenvalleyranch.sclv.com/Dining/Hanks,702 617-7075
Happy_41.jpg,Hash House A Go Go - Henderson,"All four locations of Hash House a Go Go have a happy hour seven days a week from 3 to 6 p.m. with $3 Miller Lite, Coors Light and Bud Light, well cocktails, house Chardonnay and Cabernet; and a $5 buck of taters with ranch dressing or ghost habanero aioli; bucket of chicken and barbecue sauce; buck of pig with a pork tenderloin with barbecue cream; a crock of bacon mac and cheese; and Bacon, Bacon, Bacon: a Mason jar of bacon caramelized with brown sugar, seasoning and black pepper. Find Hash House at 6800 W. Sahara Ave., The Linq, the Plaza and 555 S. Stephanie St. in Henderson.",Happy hours ,3:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019,Everyday ,"555 N Stephanie St, Henderson, NV 89014",36.059682-115.046799,https://m.mainstreethub.com/index.php/hashhouseagogohenderson,702 898-4646
Happy_42.jpg,Hawthorn Grill,"Hawthorn Grill at the JW Marriott has happy hour Mon through Fri from 4 to 6 p.m. at the bar, lounge and patio with half-priced specialty and classic cocktails, as well as beer and wine specials.",Happy hours ,4:00:00 PM,6:00:00 PM,01.01.2019,31.12.2019," Mon, Tue, Wed, Thu, Fri","221 N Rampart Blvd, Las Vegas, NV 89145",36.176034-115.290796,http://www.hawthorngrilllv.com/,702 507-5955
Happy_43.jpg,Hearthstone Kitchen & Cellar,"Hearthstoneat Red Rock Resort offers happy hour daily from 5 to 7 p.m. and 9 to 11 p.m. with $6 dishes such as mini burgers,mini meatball parmesan sliders, and thesteak tartare bites.",Happy hours ,5:00:00 PM,7:00:00 PM,01.01.2019,31.12.2019," Mon, Tue, Wed, Thu, Fri","11011 W Charleston Blvd, Las Vegas, NV 89135",36.157327-115.333535,https://hearthstonelv.com/,702 797-7344
